yt_channel_id (S),yt_published_at (S),yt_track_id (S),yt_track_name (S),spotify_found_time (S),spotify_playlist (S),spotify_uri (S)
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-24T14:18:35.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjBRUmNyd251VkJV,Palomatic - Foaming Waves (1995),2019-12-01T04:59:00.897869+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:39PCWnWM7nyrMX3VMIf6JN
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-24T16:11:55.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmtYYTVXbkVJYzRN,Social Outrage Choir - Choir Boys & Kinky Girls (Choir Boys & Kinky Girls Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-24T19:30:19.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmFWRmdVWmJWd2w4,Ramin - Reality (1991),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-24T23:21:35.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjBuZmdCVXZOaXBN,C*Y*B - Invite (A.M. Version),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-25T10:59:14.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnZ2Y2dpblRBRldZ,0733 - Record Bass Story (1991),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-25T14:23:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmJIQnpkYU1lc2ZR,Meditation Y.S. - Frozen Road (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-25T23:42:15.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnl0b05aNWpPZ2tz,Drawing Future Life - Blood+Tears (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-26T17:08:13.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmNBeHV4YXZraEtv,Mind Design - Spiritual (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-27T10:53:44.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkxXRzNjb0pydmlF,Cherry Moon Trax - In My Electric House (Full Length Version),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-27T23:16:50.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk0yVmZiSUFXYnlr,DVP - Phantasia (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-28T01:16:27.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlhfdDdyNXVjT3Fj,Theorem - Dive (2000),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-28T14:04:16.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkpsSHdkbWptaldZ,Mono Junk - A... (1995),2019-12-01T04:59:03.177978+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:6aG1ycjYjtYO4HTroBevLI
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-31T16:02:11.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjBtTUNKNFFMamZV,Tunnel Vision - Reminiscence (Autumn Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-31T21:05:41.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmx2UVBzSjB1TThZ,Program 2 - Carnival (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-05-31T21:17:49.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnZ3bTZCam96UlVn,Nemesis - Schwitters (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-02T14:57:02.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmtaUXRXUFFQN1g0,Space Cat - Future (1995),2019-12-01T04:59:04.278057+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:4CClYZbOtQGjGINRuN8vK6
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-02T15:57:11.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkZJSVQtMXN5Ykcw,Drop Out - Quark (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-02T22:52:35.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjhCeUJGSGdwV1Bn,U96 - Come 2Gether (1992),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-03T01:02:36.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLml6YmFwTkVaQkhj,Pink Elln - Soloid (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-03T01:20:13.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmRXYmIyUWdkMXZR,Alex Martin - Tornado (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-03T01:36:18.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnplbmFsbmU5V0dv,Temple Of Light - Time Traveller (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-03T01:59:27.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlZDNUhmd2l4ZWNn,Monsoon - Monsoon (Amazon Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-03T09:54:47.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjY4WVdpVTlMX3Fr,Solar Quest - Kirsty Cried (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-03T12:18:30.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjM1NGVKWDFKUVJz,Biot - Emphasis (1998),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-04T22:17:27.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkR4bXZSSkxZR3pV,Om - Seed Of Sound (1993),2019-12-01T04:59:06.177878+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:7tf745dt0sgRlQtKqXUEFm
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-15T22:01:22.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk82dEZXZGNHYUdF,Atlantis - Awakenings (Mix 3),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-16T13:09:58.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnluZjBocGNKTTBF,Yantra - The Birth Of Stars (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-22T17:03:23.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnNudmVFN3IxWlFZ,Parallax - Time Traveller (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-22T23:45:15.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkxJdXhkamJQUHlB,Voyage - OAF (Chord),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-23T10:30:45.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk96NGdHbjlhUGI0,Harmon Eyes - Bifrost (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-23T17:07:03.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlBuWWIteS1OMzJj,Microworld - DB (2002),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-24T11:59:18.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLktEdFhVN2NqeWJR,Yakari & Delano - You Got To... (Trance It Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-25T15:46:09.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjY3NHItaDVuRldV,The Source Experience - The Source Experience (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-25T19:00:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnExdWRvU2s0eVFN,The Nighttripper - Future City (1992),2019-12-01T04:59:08.137870+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:3lU2xgp4vuDuUknKHFvF7j
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-25T23:30:16.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmxFdUhTanA2SlAw,Wax - Insider (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-27T00:22:01.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnpzTXJFdElfVTN3,Aad De May - Paradise (1996),2020-01-23T00:19:02.843091+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:33v5Sfxp2hpRDvsLW6YFeQ
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-29T01:29:42.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkdzOU1YRVVkUF9r,Jay Ray - Activated (Vocalized),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-29T21:53:10.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkNwQU8xOGYxZTJB,Jay Ray - Shearwater 5 (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-29T22:32:17.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjQyZThoRnZqSDBJ,2000 And One - Bowed (1994),2019-12-01T04:59:09.437865+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:3YH5Nb33D355tuOSeRFI8g
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T14:10:05.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjRHdi1waWZWVGxJ,Alien Mutation - Chilled Out On A Mountain Somewhere In Time (1998),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T15:12:49.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmk2ektrUGNaM0xz,Shamanic Tribes On Acid - Sunrise Over Dopesville (1998),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T15:30:09.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlZrbEpnOUlzbFRF,Offworld Communication Systems - Untitled (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T16:06:02.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlpEUnR4NDMzTnpZ,"Effective Force - Illuminate The Planet (World Disorder - Mad Mark's Mad, Mad, World Mix)",,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T16:10:38.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmU3VGZRZjR4X0xJ,Soyuz - The Travel (Trance Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T17:03:18.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnVIeGZvVnUwVUtB,Synful Dyme - Biadial (1994),2019-12-01T04:59:10.857984+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:60YVEsFU9XXlQ8u7zFNFFJ
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T17:42:08.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlB4Y29mQlpKQWFB,Transfinite - Utopia (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T18:07:23.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlhoTTBSNWR2aE9n,Quad - Tapestry (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T18:34:58.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlFFZk9RaUpEMWxJ,Centuras - Tokyo (1993),2019-12-01T04:59:11.797484+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:2unkL19nbopdCfUCORl4GH
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T20:16:16.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjJiZ01GU1ZBMUMw,Eyetek - Moonshine (I Ambient Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-06-30T21:10:50.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLm1TMk5lQlZ0V1dz,Mathuresh - Verve Tonic (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-01T01:45:18.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlRsNGEtclAybTVr,max 404 - How To Bluff Your Way Into Techno Music (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-01T02:04:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmpudUl2cy1ZcTlr,Propionic - Immunochemical Epoxy (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-01T02:23:41.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnlCYi1zY2YzV3RN,Remould - Re-Group (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-01T02:50:22.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmpfODlCcW1wenR3,Bajram - Liquid House (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-01T03:18:16.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmJFN3VlSzJ2c1Nj,Space Experience - Preface (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-01T03:35:01.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnA5OXBadi15dUtj,Scan Carriers - Nautilus (1996),2019-12-01T04:59:13.538033+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:56RCL4ibX3okJ5Ru1LW5JT
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-01T12:33:03.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmpjMVJRZE1LUVk0,Caunos - Bombay (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-01T14:08:57.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkNObGtwUVlyV1dF,System 7 - Quest (Moon Mix),2019-11-02T12:57:03.168686+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:1guZsYxyi4Fd2b4AEzU2pR
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-01T17:16:14.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmU4cGJGM0ZVcDNJ,James Bernard - Phosphorous (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-02T00:09:25.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLm12NHFjTm1SSTNF,Distress State - Destress State (Spychose),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-02T00:13:49.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlhIcWFZTFVwR25r,DJ Edge - Ionian (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-02T00:30:47.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkYzZVlCdk9OeDYw,Optic Nerve - Dimensia (1997),2019-12-01T04:59:14.841571+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:72BZ8FZBnP9b9zZfEeYVav
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-02T01:03:19.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnZKR2RoemI0dmFB,Freq - With A Vengeance (K. Hand Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-02T01:15:29.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlpmdUxXbklWeElN,Interface - Weightless (1998),2019-12-01T04:59:15.637974+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:3Cksd1BGPY0J7wrr15cCrG
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-02T11:20:50.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnRoWmRrTlpQT2RJ,Stacey Pullen - 8th Wonder (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-04T09:03:57.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlk2UHcwREFXRTRr,Steve Stoll - French Kill (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-04T09:56:48.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnlEMWhSdzBOZ3RR,Luke Slater - Expectation No.1  (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-04T10:18:06.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjZmMnlyRnJLaGJJ,Aftrax - The Mask (Swept Q),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-04T10:43:10.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLm5OU0ZPZEx3aU1N,Trax-X - Mindwarp (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-04T11:23:01.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk5DekRIUkRpN2ZN,Ultra Light - Twelve (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-04T11:47:08.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjJKeFRLTHRvWDI4,Synapsys - Irian (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-04T12:06:58.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlFxME9ueXY2eGFv,F.E.O.S. vs. M/S/O - D-Droid (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-04T13:28:14.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjFMdnVHR2ppV1pF,Skindeep - Another Chord (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-04T14:00:49.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmZqQWMzT0FPY2dR,Marco Zaffarano - Cyclop Wonder (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-13T17:39:54.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlFGa1prbHdLNllj,E & B Project - Feel The Love (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-13T17:56:41.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjJfWVFFRUMwWkZF,Sunrise Society - Equinox (1997),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-13T18:10:06.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmNmLV9EbENwWHhB,Manual - Loop-Age (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-13T19:01:07.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnJLaGhVLUh1MExv,Berkana Sowelu - Solid Fuel (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-14T16:51:27.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnJ3T2tScTdjS0dR,Sven Van Hees - Emotional Rehabilitation (Source Reproduction Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-15T22:36:37.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjQzekZlV09Wamtn,Ready For Dead - Ready For Dead (1993),2019-12-01T04:59:18.697891+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:3BSuAxotKsj3wZ8SMiw2pj
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-16T20:03:46.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkV1Tlg4a09hNkdN,Bulb - Butterfly (Head-Doctor Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-16T22:06:59.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmtyaUIya3Z4SUlR,Solid State - Welcome (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-16T23:45:56.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmlVSTlmTFNFbzhj,Edge 7 - Lust (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-17T00:08:07.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkZ4c0NieVZHcENF,Man Of The Last 3rd - Noname (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-17T00:54:21.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjFiY1ZqZGdzT3Aw,Syn-R-G! - Global Intoxication (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-17T01:19:21.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnZsMTEzU2c4Ynlr,BassXPansion - Your Ears Are Mine (1993),2019-12-01T04:59:20.097880+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:2Akxf8s6f0s0AEO0ucjUsc
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-17T17:12:01.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk82ZXd6YTFNLTBJ,N.T.T. - Mortal Axis (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-18T00:40:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnJKeWw2VDlIbGJN,Tony Hunt - Ionosphere (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T02:25:52.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnNjdVhZa04tVnRn,Cybernaut - Retribution (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T02:54:17.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlZCZF9OSFI3cmFJ,Genlog - Eiskalt (Alien Factory Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T03:00:50.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmhXZkd2VXYwNURR,Karamatix - Indian Flute (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T03:21:32.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlFzVlhRcnA3aFRn,O.V.N.I. - Soundspore (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T03:50:12.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnNxajdVc2xrLWd3,Tony Hunt - Spectral (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T15:26:05.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLm9oRnJ0MGhOVjZB,Harmon Eyes - Sensaesa (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T17:39:49.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnZIYlRSZnZoTlhn,Freefall - Shrug (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T18:26:06.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmI5NzZLT3JVZzVR,Zero Men - Low-Key Sonics (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T19:42:58.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjY3bkljNHhoakVz,Bedrock - Set In Stone (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T20:40:11.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmhpSW5TNVNib0JZ,Paul Van Dyk - I'm Comin' (To Take You Away),2019-11-02T12:57:10.376646+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:2om1MAmDpSMhPEqImGKrOg
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T23:15:00.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLm5Sb0pSRll1ZWNV,Stevie Be Zet - Maya & Aliens (Drums CD Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-19T23:39:15.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLktwVy1wWGZZVmtn,Wire Walker - La Troisieme Dimension (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-20T00:05:17.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlRTZUFyNTRkckFv,Third Eye - New Life (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-20T11:11:54.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnFOVGVzMmlqX05j,The Arc - Something Wonderful (1993),2019-12-01T04:59:22.998008+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:0lioAOw7cCFlrnuizLWFcN
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-20T12:44:55.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkd6REtOWGF4S3Rj,Spacer IV - Jetson (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-20T18:21:39.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlN6TFNDYXI0U2lZ,Quazar - Bubblegum (1997),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-20T18:36:25.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmhDSFZmS2U0eEFV,Konzept - The Unknown (No Name Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-21T00:36:38.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjQzZ19PR3ZveERJ,Presence - Presence In The House (Instrumental Version),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-21T10:41:37.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkI0Z05xeHByS19v,The Shamen - Spacetime (Front Ear Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-21T10:54:36.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmRWa2RSSlNfaFBv,The Shamen - Possible Worlds (Imaginary),2019-11-02T12:57:11.248654+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:617fPCQmOjBp3N6jVJ4D5u
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-21T11:17:16.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnhkQ0tYRVl1UVow,The Shamen - Ebeneezer Goode (Wot The Dickens Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-21T19:44:05.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnN6aEJFd3pDcDZ3,Braincell - Nimrod (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-22T15:46:48.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnR4VEhMYUpBeGhN,Nihilist - A Box Of Transient Happiness (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-22T17:10:02.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkY2Xzk3dzc4QmJN,Nihilist - Anabiosis (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-22T17:51:29.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLm1mdS1fb3RMczNJ,Nihilist - Milk Bar (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-23T13:35:25.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnMwSWZGYWRiUEtn,Cosmic Baby - Teotihuacan (1995),2019-11-02T12:57:14.335900+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:5BoMQvi4CSi6o112xf0GhO
