yt_channel_id (S),yt_published_at (S),yt_track_id (S),yt_track_name (S),spotify_found_time (S),spotify_playlist (S),spotify_uri (S)
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-23T13:58:32.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmU3UzhjbmstdXVV,Cosmic Baby - Glücksspirale (1995),2019-11-02T12:57:13.763140+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:7xZpW6bE7W6t6bifaawwJh
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-24T01:07:32.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnVLaHBnbGZZTVcw,Hearts Of Space - Drawn To The Thrill (1992),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-24T14:34:37.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlRQMV9Ya3lBb2FR,Robert Leiner - Aqua Viva (1992),2019-12-01T04:59:25.357829+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:7gdz6ETUr52rv4uo0DNtD1
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-25T15:14:28.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk41VkF4eEZPMDNV,Doctor YS & The Cosmic Drunkards - Secret Jungle (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-25T16:39:06.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmNfTzdyODNXWEhZ,Monothy + Jahk Bass - Stone Wardrobe (2003),2019-12-01T04:59:26.158175+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:43choCj62iOzQVCBTApoyq
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-26T14:08:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkZaVE1DSGxSdkEw,Deep Space Organisms - Aural Entity (2000),2019-12-01T04:59:26.777942+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:5y3mB1q4eauAdC0o9JgLGz
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-26T19:33:40.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjVaRV9WUkFrUms0,Acropod - Floating Mythodia (Aural Imbalance's Addictive Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-26T22:21:18.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkJ0V1owMEdOVXpv,Resistance D. - Low Signal (2001),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-27T15:37:11.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjNHeTZ5bzJjMGIw,Paul Brtschitsch - Eternal Aspects (2000),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-27T18:51:50.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjNlTk1lTDFiUmxz,Brother's Yard - Motorika,,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-28T16:00:39.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkNib2Zya2lvdGpz,Reysan Khan - Arrival (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-07-29T12:33:02.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjV5SkMzVGZ1S1Fz,Pure - Pure Music That Is (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-08-19T01:58:54.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkF4Z3FaLUFOcllN,Russ Gabriel - Digilogic (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-08-21T18:36:18.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjJwUFg2ZU1qTDNj,Commander Krilly - True Blue (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-08-27T22:42:54.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlVUOWdJVGhvbnM0,Alien Signal - Violent Volcanos Of Io (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-08-28T14:26:55.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlEzVk9uVi0zRnZF,Cirrus Minor - Solar Sperm (1992),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-01T02:12:14.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlF6Z0VCN0Rvc213,Mind-Flux - A Moody Night On Cyrus 7 (1997),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-03T03:29:44.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLktOU0VQTUJHZmdz,Zero Gravity - Terminal Search (1997),2019-12-01T04:59:29.177885+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:4DJp9Js0L657MLlDFd3F4p
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-04T20:55:03.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjFSbTZ5QW0xOVdN,Heavenly Music Corporation - Energy Portal (1995),2019-12-01T04:59:29.778106+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:7m6kMh658nJdP9RvFOlKJ9
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-07T10:06:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkpMc3R3anVTdVFn,Wire Walker - The Road To Nippon (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-07T14:51:38.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnRJaVptaGozVVhv,Wire Walker - The Dream Don't Die (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-08T23:26:18.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnBvcDZKTC1pLXJN,D.M.B. - Cross Your Mind (Club Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-09T02:30:25.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlhjNkUxM015Z09z,Cyborgix 4E75 - Discovery (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-09T20:08:01.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmE1ZlRyUERrMWxF,D.I.D. - Beyond The Black Hole / Kallisto (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-10T00:12:50.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLl9iU0plbHFTUDRB,Off And Gone - Full Moon (1995),2020-01-23T00:19:09.943431+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:3rrxIfQL70tX4DowQvLDcy
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-10T02:14:02.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjVFTzlYeTJKdXdz,Diverger - Cascara (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-10T03:02:03.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkVURURodVF3OWtv,Cyborgix 4E75 - Events Horizon (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-10T03:45:46.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnZ1Z2NuYkNXelAw,MikeroBenics - The Priest (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-13T15:52:16.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnctNW5neDhSM3ZN,Bassrace - Hold It Held It Lost It (1991),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-09-20T00:55:28.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlNHSy1TYTVhSTlJ,Frankie Bones - From Kings To Queens (Kings County Perspective),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-01T19:40:51.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlpZSGRsRHY4aW9J,Snap! - Rame (Resistance D. Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-07T18:30:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk5TcTV2Vl9kTzdj,Little Jam - The Last Tatanka (Aqualite Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-11T03:32:49.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmJmckZPcXpwWGI0,Sterac - X-Tracks (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-11T19:21:00.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLndUZzRGeDd0WEN3,Chakra - I Am (Digweed And Muir's Dream Dub),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-14T02:36:40.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmpsS3VvYWxIQUdF,Love And Rockets - This Heaven (Secret Knowledge Mix),2019-11-02T12:57:20.935506+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:1gjfkCggUOLqkzaE870xcY
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-14T05:48:55.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjB4VlcyaWtpU1Z3,Blue Amazon - No Other Love (Edge Factor Acid Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-14T06:13:06.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLi0tOWxkU1UwbGlZ,Stryke - Naked (1997),2019-12-01T04:59:32.999280+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:6AITd4DhPri6izudnz14Yb
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-14T06:39:42.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnIxdUVGTFBQODd3,Headman - The Philadelphia Experiment (1994),2019-12-01T04:59:33.619284+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:3B7oGUYNKxV2fSRjF2sFXZ
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-14T06:53:52.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLi00YmZxcGFtdDdv,The Shamen - Rausch (1996),2019-12-01T04:59:34.219523+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:6yr187e1MWuS5bdufYP2VR
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-14T07:21:20.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnRmcnYxcXIwYXkw,The Shamen - Hear Me O My People (Orbital - Delays Expected),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-15T06:10:40.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmZVX09RZ2twdDVJ,Chakra - I Am (Digweed & Muir's Bedrock Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-15T06:38:03.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk5rd0YxTFlXcEJZ,Squelch - Crash (1997),2019-12-01T04:59:35.159408+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:4KItY8cRNu8GwT6xnKeAL2
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-15T07:14:33.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjRUTlU3Sl9vUS04,Hercules - Skin To Skin (Bubbledub),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-15T07:34:43.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjlVNmlOUHoyWFlB,Sasha - Magic (Pob's Seismix),2019-11-02T12:57:21.773052+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:5uGNwnbCpGd9AxXZUkjWFl
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-15T07:58:14.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnJ2X09uVU5YOWdV,Blu Peter - Blue Air (X-Cabs Remix 2),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-15T08:36:45.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmdfWU1XMmRlSHZF,Narcotik - Blue (1998),2019-12-01T04:59:36.099316+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:7BiduVB5NgFsDEsWMnecZ2
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-17T05:49:40.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjBydWFnVXMwcVlr,Our House - Floorspace (Our House's In The House Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-17T06:24:43.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjBxVnNDanphNDJz,Flybaby - You Must Admit (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-17T07:48:51.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnJwaWlsUU9ab1I0,Beam - Get Higher (Club House Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-17T08:15:26.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkduTkxkMXAtZUdz,Mosaic - Hypnotic EXTC (E-Generation Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-17T08:54:02.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnVINTE2NlUydFFZ,Unity 3 - The Age Of Love Suite (Neverending Voice Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-17T09:19:27.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmt5UUZsRU9kSkJR,Tranceformer - Be My Lover (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-17T09:46:06.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkp0Z2hqV1Fpd0Jj,Clino - No One (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-18T07:37:57.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnhTMFBneUNvQzFr,Pure Tribal - Feel Alright (1993),2019-12-01T04:59:37.839305+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:28VUSm7mksekPh4an4bD9t
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-18T07:55:21.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLm1oVXF6TWROOXNR,Utasia - Stratosphere (1993),2019-12-01T04:59:38.459423+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:00FcJEdd5h2x5h3fWXea5C
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-18T08:20:52.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkpCbEs5RjNrVGpZ,Solace - Hold Me Now (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-18T08:47:22.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjBNS2tNZEVpLW5Z,Blue - Spanish Lullaby (Stompin' Remix by Paul Van Dyk),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-18T09:13:59.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkF6U0tOUFBIZVhR,Seofon - The Joyning (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-18T09:34:27.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLndQNlR5b1poOGtV,Siddhartha - New Coming (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-18T16:52:45.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLi15WXRUVGxfc19r,Bypass Unit - Higher Spirituality (1997),2019-12-01T04:59:39.719319+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:6PDe9Q20SdZLSI85YRFLyS
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-18T17:19:53.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlB4SVVpZmdLbzYw,Psygone - Tasmania (1997),2019-12-01T04:59:40.319331+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:29hXtyFcf2VjTlcOOqTRRD
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-19T18:36:48.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnRyd0k5Vnk5ekFj,Jon Ryman - Codeine Bullets (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-19T19:24:43.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmdxeUc1NWRZa3A4,Taucher - Infinity (Scuba Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-19T19:50:10.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnRtWlpGc0FmQTFZ,Cirrus Minor - Whales (1992),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-19T20:24:46.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkxJbkNILUszeVFr,PJ - Elysian Fields (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T05:43:29.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLllHOHlfcGVJQjZJ,Mosaic - Is It Serious (Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T06:10:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLks2ZHUzLWFzVXI4,Humanoid - Crystals (Back Together),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T06:24:21.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLklHQVZZcUROc0Vr,Centory - Feel Alright (1994),2019-12-01T04:59:41.919333+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:0bGLVVQCA80l9lFNGbkdjH
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T06:42:55.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjZYc2Y0ZzBkQzlJ,Redcell - The Silicon Garden (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T06:58:32.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmJlV2dnV3NfNGww,Ebi - Sou (1994),2019-12-01T04:59:42.659853+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:336salVFG0ZVq193jNkqJH
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T07:12:39.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLllZME4xUFEzdEpZ,Auto Union - Forever (1997),2019-12-01T04:59:43.319381+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:0yoOv7d34jsIAIvvboPV8x
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T07:30:59.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmd3NUlQOXo0RGlV,Manual - Yellow Wave (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T21:14:47.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnk0bWp5NC1GQlVz,Joris Voorn - Scape (Dub),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T21:44:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjNwNm9OMDRRTHBR,Tribes Of Krom - Vibes Of Style (1996),2019-12-01T04:59:44.239346+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:6KAj2ENyEeDbofhpZicxHE
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-20T22:22:25.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkFkUFhQQkk3akxB,Clockwork - Lolita (1997),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-23T06:48:36.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjhBdkNJc0JvMk9Z,Catalin - Nandana (M.A.T. Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-23T07:19:22.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjB6Z2JQWkl4cTJ3,Biot - Sol Stream (1998),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-10-23T07:38:43.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLi1UUEFjbm5GNFhF,Influx - Yup Yup (1998),2019-12-01T04:59:45.339307+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:5D3yc9W5G7sSH0u070I8Qm
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-02T11:51:36.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmlCTWVQWlBkUEFN,Mandala - Joy,2019-11-02T12:57:30.665279+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:7K2wDBFjmb8pRgswUYQTjM
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-05T06:19:46.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnBwTjlrNURXRFlJ,Mind-Flux - Analogue Fields (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-05T09:24:32.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLndVeDZlMVVwRTQw,Cyborgix 4E75 - Heaven's Dew (1995),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-06T16:13:57.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjZ0NEpnaXJqc08w,Cyborgix 4E75 - Rave Turbulence (Unreleased 1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-06T16:44:14.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmtnbFYwNC1lQzhR,Cyborgix 4E75 - The Ocean (Unreleased 1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-07T17:01:42.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLldGQkxnMjdfY2NR,Culture Beat - Adelante! (Butcher Mix),2019-11-02T12:57:29.493349+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:4KcWiNKacAOGW5Vkmqh6Ss
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-09T16:06:53.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjZ5SEZxZWZKOGY4,Solar Systems - Straylight (1996),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-11T11:37:19.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnh3UmhUWXNKV3pR,Acidisn - Orgy About Dos And Donts (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-11T23:24:16.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkFGYm9CTDBGU2Fr,Lo Budget - Spherical (Original Mix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-12T23:09:05.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkN3cTZHZF9CQWNv,A Separate Reality - I'll Trance You There (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-12T23:28:06.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlpDY1JxUkc3aEs0,Moka DJ - Repubblik Of Moka (Monoliner Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-13T00:12:59.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmFDV2lCRnN6RDRR,Path vs. Spacehead - Neptune (1995),2019-12-01T04:59:47.419299+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:3OAltxeqJtEFMQi1xKMk09
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-13T00:30:52.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk9VQjdsZU1Oa2tv,Planet Love - 812 (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-13T08:20:55.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmhMaGZadlBfRUZZ,Planet Love - Hyper-Motion (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-13T12:12:26.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLm9ybFVmRlozbmpz,A Guy Called Gerald - Time Waits For No Man (1988),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-13T23:55:25.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLlhxckhQUUVPUnZZ,Marzipan & Mustard - Laut (1997),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T00:34:06.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLklCdGdCOElKSV9V,Xs-Ive House - Sunday 6 AM (1993),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T01:12:53.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLkZldlAxTDhsU2xn,Tata Box Inhibitors - Insane (It's Getting Too Much),2019-11-02T12:57:32.204980+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:3PP93nSHVT95o9BcyWls94
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T01:46:32.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmh6UFJ1cTNXM0RJ,Petar Dundov - Running Man (2007),2019-12-01T04:59:48.859352+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:5pi7avPyk2mIFU10MFGSLY
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T02:08:36.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLjVPdjJ6Y0hhc0l3,Airwaves - Where Time Becomes A Loop (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T02:32:24.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLk5zc0F4eTY0ZXJj,Full Moon Fashions - 39° (1995),2019-12-01T04:59:49.619283+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:2xQ4GZzWSsRXCoGtUi4Lax
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T03:02:34.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnJLOE10NjNqNFdj,World Of Chocolate - Time Is An Illusion (1997),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T03:34:53.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLmdfdWpaajg5SElr,Capricorn - Walking On The Moon (Jamez Remix),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T03:56:58.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnNrd2E1b3lDcjQ0,Airwaves - When Airwaves Swing (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T04:11:57.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLm5WdHpwdlpOOG9z,Further - The Trip (1994),,,
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T04:44:20.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnJBMlBLMFhkZlh3,Earth Nation - Liquid Desert (No Water Mix),2019-11-02T12:57:33.766046+00:00,7GlxpQjjxRjmbb3RP2rDqI,spotify:track:0OoNyFvYf44ysDrsgkjsUL
UCL4J20Y1UpQGttcNXMB2j9Q,2010-11-14T05:04:44.000Z,VVVMNEoyMFkxVXBRR3R0Y05YTUIyajlRLnpiT19INVVLcW00,Susuki L.T.D. - Drop Zone (1995),,,
